Ev Sahibi,Deplasman Takımı,Ev IY,Dep IY,Ev MS,Dep MS,Ev Oran,Beraberlik Oran,Dep Oran,Mac Sonucu,ALT-UST
Brisbane Roar , Western United,1,1,2,3,2.35,3.0,2.75,2,UST
Kashiwa Reysol , Sagan Tosu,0,0,1,1,1.85,3.3,3.6,0,ALT
Kashima Antlers , Gamba Osaka,0,1,4,1,1.5,3.9,5.0,1,UST
FC Tokyo , Shonan Bellmare,1,0,2,1,2.1,2.9,3.3,1,UST
Cerezo Osaka , Oita Trinita,0,1,6,1,1.63,3.4,4.7,1,UST
Jubilo Iwata , Avispa Fukuoka,0,0,1,0,2.8,2.95,2.35,1,ALT
Nagoya Grampus , Tokushima V,0,0,2,0,1.5,3.5,6.5,1,ALT
S Hiroshima , Shimizu S Pulse,0,2,1,2,1.95,3.1,3.5,2,UST
M Yamagata , Tokyo Verdy,2,0,3,3,1.97,3.3,3.2,0,UST
Ventforet Kofu , FC Yokohama,0,2,1,2,2.65,2.8,2.55,2,UST
Tochigi SC , JEF Utd Chiba,1,0,2,1,3.3,2.5,2.4,1,UST
Mito Hollyhock , Roasso Kumamoto,0,0,2,0,2.1,3.1,3.1,1,ALT
Vegalta Sendai , Machida Zelvia,0,2,0,3,3.0,2.85,2.25,2,UST
Varen Nagasaki , Z Kanazawa,0,0,0,1,2.25,2.9,3.0,2,ALT
Albirex Niigata , Thespa Kusatsu,2,0,3,2,1.72,3.0,4.8,1,UST
Grulla Morioka , R Yamaguchi,0,0,0,0,2.85,2.9,2.35,0,ALT
Omiya Ardija , Fagiano Okayama,1,0,1,1,2.75,2.9,2.4,0,UST
Argentina , Venezuela,1,0,3,0,1.15,6.0,12.0,1,UST
France , Ivory Coast,1,1,2,1,1.35,3.9,7.0,1,UST
Romania , Greece,0,1,0,1,2.9,2.7,2.3,2,ALT
Norway , Slovakia,0,0,2,0,1.65,3.2,4.7,1,ALT
Newcastle Jets , Sydney FC,2,0,2,0,3.8,3.4,1.82,1,UST
Costa Rica , Canada,1,0,1,0,3.4,3.2,1.97,1,ALT
Mexico , USA,0,0,0,0,1.7,3.1,4.7,0,ALT
Panama , Honduras,1,0,1,1,1.37,4.1,6.5,0,UST
Paraguay , Ecuador,2,0,3,1,2.95,2.7,2.4,1,UST
Uruguay , Peru,1,0,1,0,1.48,3.6,6.0,1,ALT
Colombia , Bolivia,1,0,3,0,1.12,7.0,11.0,1,UST
Brazil , Chile,2,0,4,0,1.22,5.0,11.0,1,UST
Jamaica , El Salvador,0,1,1,1,2.0,2.9,3.7,0,UST
Sweden , Czech Republic,0,0,0,0,1.95,2.95,3.9,0,ALT
Italy , North Macedonia,0,0,0,1,1.18,5.2,11.0,2,ALT
Wales , Austria,1,0,2,1,2.5,2.7,2.85,1,UST
Portugal , Turkey,2,0,3,1,1.23,5.2,9.5,1,UST
Scotland , Poland,0,0,1,1,2.0,2.8,3.5,0,ALT
Hungary , Serbia,0,1,0,1,3.5,3.1,1.87,2,ALT
Iraq , UAE,0,0,1,0,2.6,2.75,2.65,1,ALT
China PR , Saudi Arabia,0,1,1,1,6.5,3.8,1.42,0,UST
Lebanon , Syria,0,3,0,3,1.85,3.0,4.0,2,UST
Vietnam , Oman,0,0,0,1,3.4,3.05,2.0,2,ALT
Korea Republic , Iran,1,0,2,0,2.1,2.65,3.8,1,UST
Australia , Japan,0,0,0,2,2.75,2.8,2.45,2,ALT
Malaysia , Philippines,2,0,2,0,2.65,3.0,2.3,1,UST
Oita Trinita , FC Ryukyu,2,1,4,1,1.8,3.2,3.9,1,UST
Tokushima V , Blaublitz Akita,0,0,0,0,1.75,2.9,4.8,0,ALT
Brisbane Roar , Melbourne City,1,1,1,2,2.35,3.2,2.7,2,UST
Melbourne Vict , Western United,0,0,1,1,2.05,3.2,3.1,0,ALT
Plymouth , Cheltenham,2,0,2,0,1.55,3.7,4.7,1,UST
Union Espanola , Nublense,1,0,1,0,2.35,3.1,2.65,1,ALT
Antofagasta , Union La Calera,0,0,0,0,2.2,3.0,2.95,0,ALT
Roasso Kumamoto , Varen Nagasaki,1,0,2,0,3.6,3.1,1.9,1,UST
Tijuana , Juarez,0,0,1,0,1.55,3.3,6.0,1,ALT
Mazatlan , Club Leon,0,2,1,2,3.05,3.05,2.15,2,UST
Los Angeles FC , Vancouver W,2,1,3,1,1.27,5.0,8.5,1,UST
Club Atlas , Guadalajara,0,0,1,1,2.3,2.55,3.4,0,ALT
Everton VDM , Audax Italiano,0,0,0,0,2.1,2.9,3.3,0,ALT
Club America , Toluca,3,0,3,0,1.53,3.7,5.2,1,UST
Austin FC , Seattle Sndrs,0,1,1,1,1.85,3.4,3.5,0,UST
Palestino Chile , Colo Colo,0,3,0,5,4.3,3.5,1.65,2,UST
Real Madrid , Barcelona,0,2,0,4,2.1,3.2,2.95,2,UST
Bologna , Atalanta,0,0,0,1,3.5,3.2,1.92,2,ALT
Marseille , Nice,1,0,2,1,1.85,3.2,3.7,1,UST
Willem II , Alkmaar,2,1,2,2,5.0,3.6,1.55,0,UST
Bodo Glimt , Lillestrom,1,1,4,1,1.55,3.9,4.5,1,UST
Cologne , Dortmund,1,1,1,1,3.2,3.6,1.87,0,UST
Nottingham , Liverpool,0,0,0,1,8.5,5.0,1.27,2,ALT
NY Red Bulls , Columbus Crew,0,0,1,1,1.95,3.2,3.4,0,ALT
Sevilla , Sociedad,0,0,0,0,2.05,2.85,3.5,0,ALT
Roma , Lazio,3,0,3,0,2.55,2.9,2.6,1,UST
Wolfsburg , Leverkusen,0,0,0,2,2.9,3.2,2.15,2,ALT
Tottenham , West Ham,2,1,3,1,1.67,3.4,4.4,1,UST
Reims , Lyon,0,0,0,0,4.0,3.0,1.85,0,ALT
Vitesse Arnhem , Waalwijk,1,1,1,2,1.48,4.0,5.2,2,UST
PSV , Fortuna Sittard,3,0,5,0,1.09,8.5,13.0,1,UST
Cadiz , Villarreal,0,0,1,0,3.2,3.1,2.03,1,ALT
Celta de Vigo , Real Betis,0,0,0,0,1.97,3.1,3.4,0,ALT
Molde , Sarpsborg,1,1,4,2,1.8,3.8,3.3,1,UST
Southampton , Manchester City,1,1,1,4,7.0,4.8,1.3,2,UST
Huachipato , La Serena,0,3,2,3,1.63,3.5,4.5,2,UST
RB Leipzig , E Frankfurt,0,0,0,0,1.35,4.7,6.5,0,ALT
Empoli , Verona,1,0,1,1,2.45,3.2,2.45,0,UST
Juventus , Salernitana,2,0,2,0,1.17,6.0,12.0,1,UST
Lorient , Strasbourg,0,0,0,0,3.2,3.0,2.1,0,ALT
Bordeaux , Montpellier,0,2,0,2,2.4,3.05,2.65,2,UST
Rennes , Metz,3,0,6,1,1.22,4.8,11.0,1,UST
Angers SCO , Brest,1,0,1,0,2.3,2.8,3.0,1,ALT
Leicester , Brentford,2,0,2,1,1.85,3.4,3.5,1,UST
Hyderabad , Kerala Blasters,0,0,1,1,2.05,3.2,3.1,0,ALT
Ajax , Feyenoord,1,2,3,2,1.37,4.7,6.0,1,UST
Espanyol , Mallorca,1,0,1,0,1.97,3.0,3.6,1,ALT
Djurgarden , Malmo,0,1,0,1,3.1,3.2,2.05,2,ALT
QPR , Peterborough,1,1,1,3,1.6,3.6,4.5,2,UST
Crystal Palace , Everton,2,0,4,0,1.97,3.1,3.4,1,UST
Monaco , Paris SG,1,0,3,0,3.6,3.5,1.82,1,UST
Venezia , Sampdoria,0,2,0,2,2.45,3.0,2.6,2,UST
Utrecht , Groningen,0,2,1,3,1.82,3.3,3.8,2,UST
Seongnam , Incheon,0,0,0,1,2.95,2.8,2.35,2,ALT
Western Sydney , Adelaide,0,0,0,0,1.82,3.8,3.2,0,ALT
Nagoya Grampus , Kashiwa Reysol,1,1,1,1,2.05,2.9,3.5,0,UST
M Yamagata , Vegalta Sendai,1,1,2,3,2.1,3.1,3.1,2,UST
Grulla Morioka , Tochigi SC,0,1,1,1,2.75,2.55,2.75,0,UST
JEF Utd Chiba , Thespa Kusatsu,0,1,0,1,1.75,3.0,4.5,2,ALT
Tokyo Verdy , Machida Zelvia,1,0,2,1,3.2,2.9,2.15,1,UST
Fagiano Okayama , FC Yokohama,1,0,1,1,2.5,3.0,2.55,0,UST
Suwon City , Daegu,2,2,4,3,2.2,2.9,3.1,1,UST
Pachuca , Cruz Azul,1,0,1,0,1.9,3.0,3.8,1,ALT
Real Salt Lake , Nashville SC,1,1,2,1,2.55,2.7,2.75,1,UST
Tigres UANL , Monterrey,0,0,2,0,2.2,2.95,3.05,1,ALT
FC Dallas , Portland T,3,0,4,1,1.82,3.4,3.6,1,UST
Houston Dynamo , Colorado Rapids,0,1,1,1,2.15,3.1,3.0,0,UST
Minnesota Utd , San Jose Quakes,1,0,1,0,1.67,3.6,4.0,1,ALT
Cobresal , Coquimbo Unido,0,1,2,1,1.58,3.5,5.0,1,UST
Charlotte FC , NE Revolution,1,0,3,1,2.9,3.3,2.1,1,UST
UNAM Mexico , Necaxa,0,2,1,3,2.05,3.05,3.3,2,UST
Chicago Fire , Sporting KC,1,0,3,1,1.63,3.5,4.5,1,UST
O'Higgins , Univ Catolica,2,0,2,1,3.2,3.2,2.0,1,UST
Vallecano , Atletico Madrid,0,0,0,1,3.6,3.0,1.92,2,ALT
Nantes , Lille,0,1,0,1,2.4,2.85,2.8,2,ALT
Nijmegen , Sparta Rotterdam,0,0,0,0,2.25,3.0,2.9,0,ALT
Atlanta Utd , Montreal Impact,1,3,3,3,1.72,3.4,4.0,0,UST
Cagliari , Milan,0,0,0,1,4.5,3.6,1.6,2,ALT
LA Galaxy , Orlando City,0,1,0,1,1.75,3.3,3.9,2,ALT
Twente Enschede , Zwolle,1,0,1,0,1.53,3.7,5.2,1,ALT
Toronto FC , DC United,1,1,2,1,2.2,3.2,2.8,1,UST
Sandnes Ulf , Stromsgodset,0,1,0,4,2.7,3.3,2.2,2,UST
Go Ahead Eagles , Cambuur,2,0,3,0,1.9,3.3,3.4,1,UST
Osasuna , Levante,1,0,3,1,1.77,3.2,4.0,1,UST
Bayern Munich , Union Berlin,3,0,4,0,1.1,8.5,13.0,1,UST
Middlesbrough , Chelsea,0,2,0,2,6.0,3.9,1.45,2,UST
Inter , Fiorentina,0,0,1,1,1.42,4.1,6.0,0,ALT
NY City FC , Philadelphia U,0,2,0,2,1.72,3.4,4.1,2,UST
FC Cincinnati , Inter Miami,2,1,3,1,2.0,3.3,3.1,1,UST
Lens , Clermont,2,1,3,1,1.67,3.5,4.2,1,UST
Elche , Valencia,0,0,0,1,2.55,2.85,2.65,2,ALT
KFUM Kameratene , Viking FK,0,2,0,5,5.5,4.0,1.45,2,UST
Reading , Blackburn,0,0,1,0,3.0,2.9,2.25,1,ALT
Bristol City , West Bromwich,1,0,2,2,3.7,3.3,1.82,0,UST
Stoke City , Millwall,1,0,2,0,2.15,2.85,3.2,1,UST
Hull City , Luton,0,1,1,3,2.65,2.9,2.5,2,UST
Huddersfield , Bournemouth,0,2,0,3,2.95,3.1,2.15,2,UST
Swansea , Birmingham,0,0,0,0,1.82,3.3,3.7,0,ALT
Rotherham , Shrewsbury,0,1,0,3,1.77,3.1,4.2,2,UST
Fleetwood , Doncaster,0,0,0,0,2.03,3.05,3.3,0,ALT
Plymouth , Accrington,2,0,4,0,1.87,3.3,3.5,1,UST
Portsmouth , Wycombe,0,0,0,0,2.3,3.05,2.8,0,ALT
Lincoln City , Sunderland,0,0,0,0,3.2,3.2,2.0,0,ALT
Gillingham , Sheffield Wed,0,0,0,0,6.0,3.9,1.45,0,ALT
Wigan , Morecambe,2,0,4,1,1.48,3.7,6.0,1,UST
Cambridge , MK Dons,0,0,0,1,3.8,3.1,1.87,2,ALT
Oxford United , Ipswich,0,0,1,1,2.65,2.95,2.45,0,ALT
Charlton , Burton Albion,2,0,2,0,2.0,3.2,3.2,1,UST
Crewe Alexandra , Bolton,0,0,0,1,4.5,3.6,1.6,2,ALT
Cheltenham , AFC Wimbledon,0,1,3,1,1.9,3.1,3.6,1,UST
Hammarby , Elfsborg,1,0,1,0,2.03,3.4,2.95,1,ALT
Hertha Berlin , Hoffenheim,1,0,3,0,3.1,3.5,1.92,1,UST
Greuther Furth , Freiburg,0,0,0,0,4.5,3.8,1.58,0,ALT
Mainz , Bielefeld,1,0,4,0,1.45,3.8,6.5,1,UST
Stuttgart , Augsburg,1,2,3,2,1.7,3.4,4.2,1,UST
Napoli , Udinese,0,1,2,1,1.48,3.8,5.5,1,UST
Alaves , Granada,0,0,2,3,1.92,3.0,3.7,2,UST
Aston Villa , Arsenal,0,1,0,1,3.1,3.4,1.97,2,ALT
Derby , Coventry,0,1,1,1,2.7,2.85,2.5,0,UST
Sheffield Utd , Barnsley,0,0,2,0,1.45,3.9,6.0,1,ALT
Perth Glory , Brisbane Roar,0,1,1,4,2.25,3.1,2.8,2,UST
Jeonbuk , Sangmu,0,1,1,1,1.8,3.2,3.8,0,UST
Tanjong Pagar , Geylang,0,0,1,1,1.8,3.7,3.3,0,ALT
Bal Khalsa , Young Lions,2,1,4,3,1.67,3.8,3.8,1,UST
Sydney FC , Western United,1,0,3,0,1.77,3.5,3.8,1,UST
Melbourne City , Melbourne Vict,1,1,1,1,1.75,3.5,3.8,0,UST
Seoul , Jeju,0,2,1,2,3.9,3.0,1.87,2,UST
Cerezo Osaka , C Sapporo,1,1,2,2,2.05,3.3,3.0,0,UST
FC Ryukyu , Mito Hollyhock,1,1,1,2,2.6,3.1,2.4,2,UST
Central Coast , Macarthur,1,1,4,2,2.6,3.1,2.4,1,UST
Kashima Antlers , Shonan Bellmare,0,1,2,1,1.6,3.5,4.8,1,UST
Urawa Reds , Jubilo Iwata,3,1,4,1,1.72,3.2,4.4,1,UST
Shimizu S Pulse , Vissel Kobe,0,0,0,0,3.1,3.0,2.15,0,ALT
S Hiroshima , Kawasaki F,0,0,0,2,3.0,3.0,2.2,2,ALT
Kyoto Sanga , FC Tokyo,0,0,0,1,3.5,3.05,1.97,2,ALT
Gamba Osaka , Avispa Fukuoka,0,1,2,3,2.75,2.8,2.5,2,UST
Oita Trinita , R Yamaguchi,0,0,1,1,2.25,2.9,3.0,0,ALT
Albirex Niigata , Ventforet Kofu,2,0,2,0,2.4,2.8,2.85,1,UST
Suwon , Gangwon,0,1,2,2,2.2,2.75,3.3,0,UST
Blaublitz Akita , Z Kanazawa,0,2,2,3,2.85,2.65,2.55,2,UST
Omiya Ardija , Tokushima V,0,2,0,2,2.85,2.8,2.4,2,UST
Puebla , Santos Laguna,0,0,2,2,1.95,3.2,3.5,0,UST
Athletic Bilbao , Getafe,1,1,1,1,1.6,3.1,5.8,0,UST
Genoa , Torino,1,0,1,0,2.85,2.85,2.35,1,ALT
St Etienne , Troyes,0,1,1,1,1.85,3.05,3.9,0,UST
Wolverhampton , Leeds,2,0,2,3,1.92,3.3,3.4,2,UST
Bochum , Monchengladbach,0,0,3,1,2.65,3.2,2.3,1,UST
Heerenveen , Heracles,0,0,2,0,2.1,3.05,3.1,1,ALT
Sassuolo , Spezia,1,1,4,1,1.72,3.6,3.8,1,UST
Albirex , L City Sailors,1,0,1,1,2.0,3.4,3.05,0,UST
Tampines , Hougang,3,0,7,1,1.63,3.7,4.1,1,UST
Yokohama FM , Sagan Tosu,0,0,0,0,1.53,3.9,4.8,0,ALT
Newcastle Jets , Wellington,0,0,4,0,2.1,3.3,3.05,1,UST
Queretaro , San Luis,0,0,2,1,2.7,2.7,2.6,1,UST
Univ de Chile , Curico Unido,0,0,1,1,2.4,2.95,2.75,0,ALT
West Ham , Sevilla,1,0,1,0,2.05,2.95,3.4,1,ALT
E Frankfurt , Real Betis,0,0,0,1,1.82,3.3,3.5,2,ALT
Lyon , Porto,1,1,1,1,1.87,3.4,3.4,0,UST
Everton , Newcastle,0,0,1,0,2.35,2.95,2.8,1,ALT
Crvena Zvezda , Glasgow Rangers,1,0,2,1,2.15,3.4,2.9,1,UST
Monaco , Braga,0,1,1,1,1.35,4.5,7.0,0,UST
Galatasaray , Barcelona,1,1,1,2,7.5,4.5,1.33,2,UST
Leverkusen , Atalanta,0,0,0,1,2.2,3.3,2.7,2,ALT
Arsenal , Liverpool,0,0,0,2,3.4,3.3,1.92,2,ALT
Juventus , Villarreal,0,0,0,3,1.87,3.2,3.6,2,UST
Lille , Chelsea,1,1,1,2,3.7,2.95,1.97,2,UST
Peterborough , Swansea,0,1,2,3,3.0,3.1,2.15,2,UST
Cardiff , Stoke City,2,1,2,1,2.4,2.9,2.75,1,UST
Blackpool , Sheffield Utd,0,0,0,0,2.95,3.05,2.2,0,ALT
Nottingham , QPR,0,1,3,1,1.67,3.5,4.0,1,UST
Luton , Preston,3,0,4,0,2.3,2.95,2.85,1,UST
Coventry , Hull City,0,2,0,2,1.5,3.7,5.5,2,UST
Millwall , Huddersfield,1,0,2,0,2.3,2.8,3.0,1,UST
Brighton , Tottenham,0,1,0,2,3.8,3.3,1.8,2,UST
Mainz , Dortmund,0,0,0,1,3.05,3.4,2.0,2,ALT
ATK Mohun Bagan , Hyderabad,0,0,1,0,2.25,3.3,2.65,1,ALT
Adelaide , Western Sydney,1,1,1,2,2.05,3.5,2.9,2,UST
Monterrey , Juarez,0,0,3,0,1.5,4.0,5.0,1,UST
Ajax , Benfica,0,0,0,1,1.28,4.8,8.0,2,ALT
Manchester Utd , Atletico Madrid,0,1,0,1,1.85,3.2,3.7,2,ALT
West Bromwich , Fulham,0,0,1,0,3.2,3.3,1.97,1,ALT
Bournemouth , Reading,1,0,1,1,1.35,4.3,7.0,0,UST
Birmingham , Middlesbrough,0,1,0,2,3.5,3.2,1.9,2,UST
Blackburn , Derby,0,1,3,1,1.72,3.2,4.5,1,UST
Barnsley , Bristol City,2,0,2,0,2.2,3.1,2.85,1,UST
Shrewsbury , Morecambe,1,0,5,0,1.8,3.05,4.2,1,UST
Charlton , Gillingham,1,0,1,0,1.72,3.3,4.2,1,ALT
Crewe Alexandra , Wigan,0,1,0,2,4.8,3.6,1.58,2,UST
Plymouth , Portsmouth,0,0,1,0,2.45,2.95,2.65,1,ALT
Rotherham , Lincoln City,2,0,2,1,1.4,4.0,7.0,1,UST
Wycombe , Fleetwood,0,0,1,0,1.42,4.5,5.2,1,ALT
Sheffield Wed , Accrington,0,0,1,1,1.48,4.0,5.2,0,ALT
Kerala Blasters , Jamshedpur,1,0,1,1,3.1,3.3,2.0,0,UST
Perth Glory , Central Coast,0,0,0,0,2.2,3.1,2.95,0,ALT
Daegu , Buriram PEA,0,0,0,0,1.6,3.6,4.5,0,ALT
Oita Trinita , Kashima Antlers,2,1,3,3,8.0,4.5,1.3,0,UST
FC Tokyo , Jubilo Iwata,0,0,0,0,1.58,3.4,5.2,0,ALT
Ulsan , Thai Port,1,0,3,0,1.2,5.2,12.0,1,UST
Vissel Kobe , Melbourne Vict,1,1,3,3,1.75,3.4,4.0,0,UST
Antofagasta , Colo Colo,0,0,0,1,4.8,3.5,1.6,2,ALT
Mallorca , Real Madrid,0,0,0,3,5.5,3.8,1.48,2,UST
Crystal Palace , Manchester City,0,0,0,0,7.5,4.8,1.28,0,ALT
Lazio , Venezia,0,0,1,0,1.28,4.8,8.0,1,ALT
Malmo , AIK Stockholm,0,0,2,2,1.95,3.1,3.6,0,UST
Santos Laguna , Tijuana,1,0,4,0,2.05,3.1,3.2,1,UST
Audax Italiano , Palestino Chile,1,0,3,1,2.8,3.0,2.3,1,UST
NY Red Bulls , Minnesota Utd,0,0,0,1,1.55,3.6,5.0,2,ALT
San Luis , Puebla,1,0,2,1,2.55,2.8,2.65,1,UST
Curico Unido , O'Higgins,4,0,5,0,2.05,3.0,3.3,1,UST
Atlanta Utd , Charlotte FC,0,0,2,1,1.45,3.9,5.8,1,UST
Barcelona , Osasuna,3,0,4,0,1.28,4.8,8.5,1,UST
Torino , Inter,1,0,1,1,4.2,3.4,1.7,0,UST
Brest , Marseille,0,1,1,4,3.5,3.2,1.9,2,UST
Molde , Odd BK,0,1,1,1,1.27,5.2,8.0,0,UST
Alkmaar , Twente Enschede,0,0,0,1,1.82,3.2,3.8,2,ALT
Greuther Furth , RB Leipzig,1,4,1,6,8.0,4.8,1.28,2,UST
Toluca , Pachuca,0,1,0,3,3.7,3.3,1.82,2,UST
Sociedad , Alaves,0,0,1,0,1.58,3.4,5.2,1,ALT
Udinese , Roma,1,0,1,1,2.95,3.1,2.15,0,UST
Atalanta , Genoa,0,0,0,0,1.28,4.8,8.5,0,ALT
E Frankfurt , Bochum,0,1,2,1,1.53,3.8,5.2,1,UST
Dortmund , Bielefeld,1,0,1,0,1.3,4.8,8.0,1,ALT
Arsenal , Leicester,1,0,2,0,1.37,4.4,6.5,1,UST
Lyon , Rennes,0,3,2,4,1.95,3.4,3.3,2,UST
Asane , Sarpsborg,0,5,0,5,5.0,3.4,1.6,2,UST
Zwolle , Feyenoord,1,0,1,2,6.0,4.0,1.45,2,UST
Hammarby , Norrkoping,1,2,3,2,1.95,3.5,3.1,1,UST
Real Betis , Athletic Bilbao,1,0,1,0,2.35,3.0,2.75,1,ALT
Leverkusen , Cologne,0,0,0,1,1.6,3.8,4.3,2,ALT
Verona , Napoli,0,1,1,2,3.4,3.1,2.0,2,UST
Angers SCO , Reims,0,1,0,1,2.25,2.6,3.5,2,ALT
Strasbourg , Monaco,1,0,1,0,2.45,3.0,2.6,1,ALT
Clermont , Lorient,0,0,0,2,2.1,2.95,3.2,2,ALT
Metz , Lens,0,0,0,0,4.7,3.5,1.6,0,ALT
Everton , Wolverhampton,0,0,0,1,1.97,3.0,3.5,2,ALT
Southampton , Watford,1,2,1,2,1.55,3.8,4.7,2,UST
Leeds , Norwich,1,0,2,1,1.55,3.7,4.8,1,UST
Chelsea , Newcastle,0,0,1,0,1.37,4.2,7.0,1,ALT
West Ham , Aston Villa,0,0,2,1,2.35,3.05,2.7,1,UST
Heracles , Vitesse Arnhem,0,0,0,0,1.97,3.2,3.3,0,ALT
Utrecht , PSV,0,0,0,1,4.1,3.9,1.6,2,ALT
Vallecano , Sevilla,0,0,1,1,3.1,3.05,2.1,0,ALT
Elfsborg , IFK Gothenburg,0,0,1,0,1.5,4.1,4.8,1,ALT
Luton , QPR,1,0,1,2,1.95,3.0,3.6,2,UST
Paris SG , Bordeaux,1,0,3,0,1.1,8.5,12.0,1,UST
Fiorentina , Bologna,0,0,1,0,1.53,3.7,5.0,1,ALT
Fortuna Sittard , Willem II,0,0,1,0,2.1,3.05,3.1,1,ALT
L City Sailors , Tampines,0,0,1,0,1.37,4.5,6.0,1,ALT
Adelaide , Newcastle Jets,1,0,2,1,1.72,3.7,3.9,1,UST
Gangwon , Suwon City,0,1,0,2,2.35,2.95,2.8,2,UST
Sagan Tosu , Urawa Reds,0,0,1,0,3.5,2.95,2.0,1,ALT
Thespa Kusatsu , Tokyo Verdy,0,0,0,1,3.05,2.95,2.2,2,ALT
Tochigi SC , Omiya Ardija,0,1,1,1,3.05,2.8,2.3,0,UST
FC Yokohama , Mito Hollyhock,0,2,3,2,2.2,3.2,2.95,1,UST
Z Kanazawa , JEF Utd Chiba,0,1,0,1,2.65,2.6,2.75,2,ALT
Machida Zelvia , Fagiano Okayama,1,0,3,1,2.3,2.55,3.4,1,UST
Incheon , Sangmu,1,0,1,0,3.1,2.8,2.25,1,ALT
Blaublitz Akita , Albirex Niigata,0,0,1,0,4.1,2.95,1.85,1,ALT
Portland T , Austin FC,0,0,1,0,1.97,3.6,3.05,1,ALT
Guadalajara , Club America,0,0,0,0,2.45,2.8,2.8,0,ALT
Colorado Rapids , Sporting KC,1,0,2,0,1.7,3.4,4.1,1,UST
FC Dallas , Nashville SC,0,0,2,0,2.35,2.85,2.85,1,ALT
Cruz Azul , UNAM Mexico,1,1,2,1,2.15,3.05,3.05,1,UST
Philadelphia U , San Jose Quakes,1,0,2,0,1.48,3.8,5.5,1,UST
NE Revolution , Real Salt Lake,1,0,2,3,1.67,3.6,4.0,2,UST
Orlando City , FC Cincinnati,1,1,1,2,1.5,3.8,5.2,2,UST
DC United , Chicago Fire,0,1,0,2,2.1,3.1,3.1,2,UST
Houston Dynamo , Vancouver W,1,1,2,1,1.63,3.5,4.5,1,UST
Union La Calera , Huachipato,0,0,1,0,2.4,3.0,2.7,1,ALT
Club Leon , Tigres UANL,0,2,0,3,2.45,3.05,2.6,2,UST
Univ Catolica , Everton VDM,0,0,0,1,1.87,3.2,3.6,2,ALT
Seattle Sndrs , LA Galaxy,2,1,3,2,1.82,3.3,3.6,1,UST
Getafe , Valencia,0,0,0,0,2.05,2.7,3.7,0,ALT
Waalwijk , Heerenveen,0,0,0,0,2.35,3.1,2.65,0,ALT
Troyes , Nantes,1,0,1,0,2.8,2.95,2.35,1,ALT
Milan , Empoli,1,0,1,0,1.3,4.8,7.5,1,ALT
Columbus Crew , Toronto FC,0,1,2,1,1.35,4.5,7.0,1,UST
Inter Miami , Los Angeles FC,0,1,0,2,3.2,3.3,1.95,2,UST
NY City FC , Montreal Impact,2,0,4,1,1.37,4.3,6.5,1,UST
Groningen , Nijmegen,2,3,4,3,1.9,3.2,3.5,1,UST
Manchester Utd , Tottenham,2,1,3,2,2.05,3.4,2.95,1,UST
Monchengladbach , Hertha Berlin,1,0,2,0,1.45,4.1,5.2,1,UST
Villarreal , Celta de Vigo,0,0,1,0,1.55,3.7,4.8,1,ALT
Sampdoria , Juventus,0,2,1,3,4.4,3.5,1.65,2,UST
Montpellier , Nice,0,0,0,0,3.2,3.1,2.05,0,ALT
Sparta Rotterdam , Go Ahead Eagles,0,0,1,0,1.9,3.1,3.8,1,ALT
Granada , Elche,0,1,0,1,2.25,2.85,3.05,2,ALT
Brentford , Burnley,0,0,2,0,1.97,3.05,3.5,1,ALT
Peterborough , Stoke City,1,1,2,2,3.3,3.0,2.05,0,UST
Blackpool , Swansea,1,0,1,0,2.2,3.05,2.95,1,ALT
Coventry , Sheffield Utd,1,1,4,1,2.5,2.95,2.6,1,UST
Nottingham , Reading,1,0,4,0,1.48,3.8,5.5,1,UST
Cardiff , Preston,0,0,0,0,2.3,2.8,3.0,0,ALT
Millwall , Middlesbrough,0,0,0,0,2.7,2.95,2.4,0,ALT
Birmingham , Hull City,0,0,0,0,2.15,2.95,3.1,0,ALT
Bournemouth , Derby,1,0,2,0,1.55,3.6,5.0,1,UST
Blackburn , Bristol City,0,0,0,1,1.63,3.4,4.7,2,ALT
MK Dons , Wigan,0,0,1,1,2.35,2.8,2.95,0,ALT
Wycombe , Rotherham,0,0,0,0,2.8,3.0,2.3,0,ALT
Ipswich , Portsmouth,0,0,0,0,1.95,3.05,3.6,0,ALT
Bolton , Plymouth,0,1,0,1,1.97,3.2,3.3,2,ALT
Shrewsbury , Oxford United,0,1,1,2,2.75,3.0,2.35,2,UST
AFC Wimbledon , Lincoln City,0,1,0,2,2.7,3.0,2.4,2,UST
Doncaster , Gillingham,0,1,0,1,2.8,2.8,2.45,2,ALT
Burton Albion , Fleetwood,0,1,3,2,1.8,3.3,3.8,1,UST
Sunderland , Crewe Alexandra,0,0,2,0,1.3,4.7,8.0,1,ALT
Morecambe , Cheltenham,0,1,1,3,2.6,2.95,2.5,2,UST
Accrington , Charlton,2,1,2,1,2.2,3.0,3.0,1,UST
Sheffield Wed , Cambridge,4,0,6,0,1.37,4.2,7.0,1,UST
Coquimbo Unido , Nublense,0,0,0,1,2.4,2.95,2.7,2,ALT
Freiburg , Wolfsburg,2,0,3,2,1.95,3.2,3.4,1,UST
Union Berlin , Stuttgart,1,0,1,1,2.0,3.05,3.4,0,UST
Hoffenheim , Bayern Munich,1,1,1,1,5.2,5.0,1.37,0,UST
Salernitana , Sassuolo,1,2,2,2,3.4,3.6,1.82,0,UST
Spezia , Cagliari,0,0,2,0,2.65,2.9,2.5,1,ALT
